#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: 1984-10-31 to 2025-11-25
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 672: Olallie Meadows, WA
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth                  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           SNWD          Total snow depth                                                                                   
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Observed    Value       None           Instantaneous - Start of Day  N/A        Degrees fahrenheit  N/A           TOBS          Instantaneously observed air temperature                                                           
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  K      Estimate            Estimate
#  C      Correction          A different equation has been applied to the original sensor voltage
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
#  M      Missing             Value is missing
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Olallie Meadows (672) 
# Washington  SNOTEL Site - 4010 ft
# Reporting Frequency: Daily; Date Range: 1984-10-31 to 2025-11-25
#
# As of: Nov 25, 2025, 2:29:34 PM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Snow Depth (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Observed (degF) Start of Day Values
1985-01-17,44.7,,53.4,
1985-01-18,44.9,,53.9,
1985-01-19,45.1,,54.4,
1985-01-20,45.4,,54.9,
1985-01-21,45.4,,54.9,
1985-01-22,45.4,,54.9,
1985-01-23,45.4,,54.9,
1985-01-24,45.4,,54.9,
1985-01-25,45.4,,54.9,
1985-01-26,45.4,,54.9,
1985-01-27,45.4,,54.9,
1985-01-28,45.5,,54.9,
1985-01-29,45.7,,55.1,
1985-01-30,45.9,,55.2,
1985-01-31,46.0,,55.3,
1985-02-01,46.0,,55.3,
1985-02-02,46.0,,55.3,
1985-02-03,46.1,,55.4,
1985-02-04,46.2,,55.4,4.5
1985-02-05,46.4,,55.7,
1985-02-06,47.3,,56.4,17.2
1985-02-07,47.3,,57.2,18.9
1985-02-08,48.4,,58.0,14.9
1985-02-09,48.6,,58.0,15.3
1985-02-10,49.8,,59.3,22.6
1985-02-11,51.8,,59.9,23.9
1985-02-12,53.7,,61.0,23.0
1985-02-13,53.6,,61.1,20.8
1985-02-14,53.5,,61.1,23.2
1985-02-15,54.2,,61.7,25.3
1985-02-16,54.2,,61.7,20.5
1985-02-17,54.2,,61.7,
1985-02-18,54.2,,61.7,27.3
1985-02-19,54.2,,61.7,28.2
1985-02-20,55.5,,62.4,25.7
1985-02-21,55.9,,62.7,30.7
1985-02-22,56.6,,63.5,
1985-02-23,57.4,,64.3,32.4
1985-02-24,58.0,,65.1,
1985-02-25,58.7,,66.0,24.3
1985-02-26,58.7,,66.0,22.8
1985-02-27,58.7,,66.1,27.0
1985-02-28,58.7,,66.2,32.4
1985-03-01,58.7,,66.2,26.2
1985-03-02,59.1,,66.4,17.8
1985-03-03,59.2,,66.5,19.0
1985-03-04,59.5,,66.7,23.7
1985-03-05,59.8,,66.9,23.4
1985-03-06,60.0,,67.0,22.5
1985-03-07,60.4,,67.3,22.6
1985-03-08,60.6,,67.3,23.7
1985-03-09,60.6,,67.3,26.2
1985-03-10,60.6,,67.3,27.1
1985-03-11,60.7,,67.3,28.8
1985-03-12,60.8,,67.3,23.4
1985-03-13,60.8,,67.3,23.9
1985-03-14,60.8,,67.3,29.5
1985-03-15,60.7,,67.3,30.6
1985-03-16,60.7,,67.3,34.9
1985-03-17,60.7,,67.5,36.3
1985-03-18,60.7,,67.5,
1985-03-19,60.8,,67.7,28.8
1985-03-20,61.0,,67.8,28.4
1985-03-21,61.2,,68.1,23.5
1985-03-22,61.8,,68.7,22.5
1985-03-23,63.3,,69.8,25.2
1985-03-24,64.3,,70.5,27.9
1985-03-25,65.4,,71.2,21.7
1985-03-26,65.6,,71.5,20.3
1985-03-27,65.9,,71.5,25.9
1985-03-28,66.6,,71.9,23.4
1985-03-29,66.8,,71.9,21.7
1985-03-30,68.3,,72.6,31.5
1985-03-31,71.3,,75.4,32.4
1985-04-01,70.9,,75.9,36.9
1985-04-02,69.8,,76.0,37.6
1985-04-03,70.6,,76.8,28.0
1985-04-04,69.4,,77.2,29.3
1985-04-05,68.8,,77.2,
1985-04-06,68.1,,77.2,39.6
1985-04-07,68.0,,77.2,42.6
1985-04-08,68.4,,77.5,
1985-04-09,68.8,,77.7,45.9
1985-04-10,68.5,,77.7,46.6
1985-04-11,67.9,,77.7,37.6
1985-04-12,68.7,,78.7,33.8
1985-04-13,67.5,,78.7,42.3
1985-04-14,66.6,,78.7,38.8
1985-04-15,66.1,,78.7,42.4
1985-04-16,65.9,,78.9,32.7
1985-04-17,65.3,,79.0,30.6
1985-04-18,65.0,,79.2,29.5
1985-04-19,65.5,,80.3,22.8
1985-04-20,66.3,,81.3,21.4
1985-04-21,66.0,,81.4,18.9
1985-04-22,66.6,,82.0,
1985-04-23,67.2,,82.7,26.1
1985-04-24,67.9,,83.3,26.4
1985-04-25,68.5,,84.0,
1985-04-26,69.1,,84.6,
1985-04-27,69.7,,85.3,36.7
1985-04-28,71.9,,86.8,30.9
1985-04-29,70.3,,86.8,
1985-04-30,69.2,,86.8,36.9
1985-05-01,69.2,,86.8,45.9
1985-05-02,68.9,,86.8,
1985-05-03,68.6,,86.8,30.0
1985-05-04,69.3,,87.5,28.9
1985-05-05,68.7,,88.0,26.4
1985-05-06,68.0,,88.0,30.6
1985-05-07,67.9,,88.0,30.2
1985-05-08,67.8,,88.0,28.2
1985-05-09,67.6,,88.0,30.6
1985-05-10,67.7,,88.0,
1985-05-11,67.7,,88.6,23.4
1985-05-12,67.5,,88.6,25.9
1985-05-13,67.4,,88.6,38.1
1985-05-14,67.9,,89.0,28.9
1985-05-15,67.4,,89.0,40.1
1985-05-16,67.0,,89.0,
1985-05-17,66.7,,89.0,52.9
1985-05-18,65.6,,89.0,41.2
1985-05-19,63.9,,89.0,39.2
1985-05-20,62.2,,89.0,36.1
1985-05-21,61.0,,89.0,
1985-05-22,59.9,,89.0,60.4
1985-05-23,59.1,,89.0,59.9
1985-05-24,57.1,,89.0,
1985-05-25,56.0,,89.6,39.7
1985-05-26,54.6,,89.6,41.0
1985-05-27,53.1,,89.6,41.0
1985-05-28,51.9,,89.6,
1985-05-29,50.7,,89.8,35.6
1985-05-30,50.7,,90.8,34.2
1985-05-31,49.1,,90.9,41.5
1985-06-01,47.5,,91.0,39.0
1985-06-02,46.4,,91.1,36.1
1985-06-03,45.1,,91.1,45.5
1985-06-04,44.2,,91.6,41.5
1985-06-05,43.0,,92.0,36.7
1985-06-06,41.7,,92.1,38.5
1985-06-07,40.9,,94.3,
1985-06-08,40.2,,95.8,34.0
1985-06-09,38.1,,95.8,37.0
1985-06-10,36.2,,95.8,41.5
1985-06-11,34.2,,95.8,49.8
1985-06-12,31.9,,95.8,47.5
1985-06-13,29.5,,95.8,41.0
1985-06-14,28.0,,96.2,46.0
1985-06-15,26.5,,97.1,41.9
1985-06-16,24.6,,97.1,
1985-06-17,22.5,,97.1,50.4
1985-06-18,19.6,,97.1,
1985-06-19,16.6,,97.1,57.0
1985-06-20,13.9,,97.1,43.9
1985-06-21,11.4,,97.1,46.2
1985-06-22,9.0,,97.1,38.3
1985-06-23,6.6,,97.4,32.9
1985-06-24,4.9,,97.4,32.0
1985-06-25,3.8,,97.4,37.9
1985-06-26,1.0,,97.4,47.1
1985-06-27,0.4,,97.4,42.4
1985-06-28,0.0,,97.4,37.8
1985-06-29,0.0,,97.4,
1985-06-30,0.0,,97.4,39.6
1985-07-01,0.0,,97.4,50.5
1985-07-02,0.0,,97.4,
1985-07-03,0.0,,97.4,57.0
1985-07-04,0.0,,97.4,59.4
1985-07-05,0.0,,97.4,43.7
1985-07-06,0.0,,97.4,46.4
1985-07-07,0.0,,97.4,54.5
1985-07-08,0.0,,97.4,60.4
1985-07-09,0.0,,97.4,58.8
1985-07-10,0.0,,97.4,51.6
1985-07-11,0.0,,97.4,48.9
1985-07-12,0.0,,97.4,46.2
1985-07-13,0.0,,97.4,44.6
1985-07-14,0.0,,97.4,50.7
1985-07-15,0.0,,97.4,52.3
1985-07-16,0.0,,97.4,49.3
1985-07-17,0.0,,97.4,48.7
1985-07-18,0.0,,97.4,60.8
1985-07-19,0.0,,97.4,63.9
1985-07-20,0.0,,97.4,60.6
1985-07-21,0.0,,97.4,
1985-07-22,0.0,,97.4,
1985-07-23,0.0,,97.4,49.5
1985-07-24,0.0,,97.4,47.5
1985-07-25,0.0,,97.4,48.2
1985-07-26,0.0,,97.4,54.3
1985-07-27,0.0,,97.4,
1985-07-28,0.0,,97.4,74.8
1985-07-29,0.0,,97.4,64.0
1985-07-30,0.0,,97.4,53.1
1985-07-31,0.0,,97.7,
1985-08-01,0.0,,97.7,49.1
1985-08-02,0.0,,97.8,47.1
1985-08-03,0.0,,97.8,50.0
1985-08-04,0.0,,97.8,49.5
1985-08-05,0.0,,97.8,45.5
1985-08-06,0.0,,97.8,47.8
1985-08-07,0.0,,97.8,43.7
1985-08-08,0.0,,97.8,
1985-08-09,0.0,,98.2,43.0
1985-08-10,0.0,,98.8,41.7
1985-08-11,0.0,,98.8,43.3
1985-08-12,0.0,,98.8,47.7
1985-08-13,0.0,,98.8,51.1
1985-08-14,0.0,,98.8,55.6
1985-08-15,0.0,,98.8,52.2
1985-08-16,0.0,,98.8,49.8
1985-08-17,0.0,,98.8,56.7
1985-08-18,0.0,,98.8,53.6
1985-08-19,0.0,,98.8,42.3
1985-08-20,0.0,,98.8,39.0
1985-08-21,0.0,,98.8,40.3
1985-08-22,0.0,,98.8,43.7
1985-08-23,0.0,,98.8,55.6
1985-08-24,0.0,,98.8,62.6
1985-08-25,0.0,,98.8,54.9
1985-08-26,0.0,,98.8,54.5
1985-08-27,0.0,,98.8,54.3
1985-08-28,0.0,,99.2,
1985-08-29,0.0,,99.2,48.4
1985-08-30,0.0,,99.2,43.2
1985-08-31,0.0,,99.6,41.2
1985-09-01,0.0,,99.6,48.6
1985-09-02,0.0,,99.7,42.6
1985-09-03,0.0,,99.7,45.1
1985-09-04,0.0,,99.7,44.8
1985-09-05,0.0,,99.9,45.7
1985-09-06,0.0,,102.5,35.2
1985-09-07,0.0,,102.9,37.2
1985-09-08,0.0,,102.9,38.7
1985-09-09,0.0,,103.2,40.5
1985-09-10,0.0,,103.6,40.8
1985-09-11,0.0,,103.8,40.5
1985-09-12,0.0,,103.8,40.6
1985-09-13,0.0,,103.9,39.9
1985-09-14,0.0,,104.0,40.5
1985-09-15,0.0,,104.2,39.7
1985-09-16,0.0,,104.2,38.8
1985-09-17,0.0,,105.7,33.4
1985-09-18,0.0,,105.7,37.8
1985-09-19,0.0,,105.7,37.8
1985-09-20,0.0,,105.7,40.3
1985-09-21,0.0,,105.7,39.6
1985-09-22,0.0,,105.7,36.1
1985-09-23,0.0,,105.7,43.5
1985-09-24,0.0,,105.7,44.2
1985-09-25,0.0,,105.7,48.6
1985-09-26,0.0,,105.7,51.3
1985-09-27,0.0,,105.8,43.3
1985-09-28,0.0,,105.8,34.7
1985-09-29,0.0,,105.8,37.2
1985-09-30,0.0,,105.8,41.2
1985-10-01,0.0,,0.0,46.8
1985-10-02,0.0,,0.0,41.9
1985-10-03,0.0,,0.9,36.1
1985-10-04,0.0,,1.0,42.8
1985-10-05,0.0,,1.0,47.1
1985-10-06,0.0,,1.0,42.1
1985-10-07,0.0,,1.3,31.1
1985-10-08,0.3,,1.6,23.2
1985-10-09,0.5,,1.6,28.8
1985-10-10,0.1,,1.6,36.0
1985-10-11,0.0,,1.6,33.8
1985-10-12,0.5,,3.3,31.5
1985-10-13,0.9,,4.0,31.5
1985-10-14,0.6,,4.2,39.9
1985-10-15,0.0,,5.2,43.9
1985-10-16,0.0,,6.0,37.9
1985-10-17,0.0,,6.3,32.5
1985-10-18,0.0,,6.3,38.3
1985-10-19,0.0,,6.3,41.5
1985-10-20,0.0,,7.8,38.8
1985-10-21,0.0,,7.9,32.0
1985-10-22,0.3,,8.5,30.6
1985-10-23,2.0,,10.7,32.0
1985-10-24,2.2,,11.8,31.8
1985-10-25,1.5,,16.5,34.3
1985-10-26,1.5,,17.1,28.9
1985-10-27,1.8,,19.1,41.7
1985-10-28,1.9,,19.6,26.6
1985-10-29,2.0,,20.0,26.4
1985-10-30,2.1,,20.1,31.3
1985-10-31,2.7,,20.6,26.4
1985-11-01,3.1,,22.3,38.8
1985-11-02,2.4,,25.9,37.6
1985-11-03,1.3,,28.1,38.7
1985-11-04,1.0,,29.3,31.3
1985-11-05,1.3,,29.8,27.0
1985-11-06,2.6,,31.5,32.9
1985-11-07,3.0,,32.6,30.7
1985-11-08,3.4,,33.1,26.4
1985-11-09,3.8,,33.6,23.9
1985-11-10,4.0,,33.9,17.2
1985-11-11,4.0,,34.2,12.6
1985-11-12,4.0,,34.2,14.4
1985-11-13,3.7,,34.2,16.3
1985-11-14,4.0,,34.3,15.8
1985-11-15,4.2,,34.5,19.6
1985-11-16,4.9,,34.7,25.5
1985-11-17,5.5,,34.7,23.2
1985-11-18,5.9,,35.2,15.4
1985-11-19,5.9,,35.8,18.5
1985-11-20,6.9,,36.4,10.4
1985-11-21,7.0,,36.6,11.1
1985-11-22,7.6,,37.1,3.4
1985-11-23,7.7,,37.2,0.1
1985-11-24,7.7,,37.2,0.5
1985-11-25,7.7,,37.2,0.3
1985-11-26,8.4,,37.9,
1985-11-27,9.1,,38.6,8.6
1985-11-28,9.3,,38.8,2.7
1985-11-29,9.3,,38.8,2.5
1985-11-30,9.3,,38.8,
1985-12-01,9.4,,38.9,-1.1
1985-12-02,9.6,,39.1,12.6
1985-12-03,11.6,,41.1,27.5
1985-12-04,12.2,,41.1,28.6
1985-12-05,12.2,,41.3,27.0
1985-12-06,12.6,,41.5,30.2
1985-12-07,12.9,,41.9,26.8
1985-12-08,13.1,,42.2,24.1
1985-12-09,13.2,,42.2,24.4
1985-12-10,13.3,,42.4,16.9
1985-12-11,13.3,,42.6,20.5
1985-12-12,13.4,,42.7,26.4
1985-12-13,13.4,,42.7,26.4
1985-12-14,13.5,,42.8,26.1
1985-12-15,13.5,,42.8,32.0
1985-12-16,13.6,,42.9,35.4
1985-12-17,13.6,,42.9,39.4
1985-12-18,13.7,,42.9,40.5
1985-12-19,13.8,,42.9,36.3
1985-12-20,13.8,,42.9,27.7
1985-12-21,13.8,,42.9,
1985-12-22,13.8,,42.9,47.8
1985-12-23,13.8,,42.9,37.9
1985-12-24,13.8,,42.9,28.9
1985-12-25,13.9,,42.9,30.2
1985-12-26,13.9,,42.9,
1985-12-27,13.9,,42.9,
1985-12-28,13.9,,42.9,
1985-12-29,13.9,,42.9,
1985-12-30,13.9,,42.9,
1985-12-31,13.9,,42.9,
1986-01-01,14.8,,43.2,18.9
1986-01-02,15.9,,43.7,21.6
1986-01-03,17.0,,43.8,27.3
1986-01-04,17.1,,44.0,21.7
1986-01-05,17.6,,44.8,21.0
1986-01-06,18.1,,45.0,27.3
1986-01-07,19.5,,46.8,25.3
1986-01-08,19.6,,47.0,33.4
1986-01-09,19.8,,47.1,30.6
1986-01-10,20.3,,47.5,
1986-01-11,20.3,,47.8,32.0
1986-01-12,20.3,,47.8,34.3
1986-01-13,20.1,,47.8,29.3
1986-01-14,20.1,,47.8,32.7
1986-01-15,20.1,,47.8,29.1
1986-01-16,20.5,,48.2,28.6
1986-01-17,22.1,,49.6,27.9
1986-01-18,23.3,,50.9,35.8
1986-01-19,25.5,,54.0,30.6
1986-01-20,25.3,,54.3,24.1
1986-01-21,25.1,,54.3,25.7
1986-01-22,25.1,,54.5,24.3
1986-01-23,26.7,,55.7,30.2
1986-01-24,27.9,,56.6,25.7
1986-01-25,27.9,,56.8,25.5
1986-01-26,27.9,,56.8,24.8
1986-01-27,28.1,,57.0,27.7
1986-01-28,27.9,,57.2,
1986-01-29,27.7,,57.4,30.0
1986-01-30,27.7,,57.6,29.7
1986-01-31,28.2,,58.1,32.5
1986-02-01,28.2,,58.4,31.6
1986-02-02,28.2,,58.7,31.3
1986-02-03,28.4,,59.6,28.6
1986-02-04,28.4,,59.6,
1986-02-05,28.4,,59.7,
1986-02-06,28.5,,59.7,
1986-02-07,28.5,,59.8,
1986-02-08,28.6,,59.8,23.5
1986-02-09,29.7,,60.9,21.7
1986-02-10,29.7,,60.9,22.6
1986-02-11,29.7,,60.9,20.7
1986-02-12,29.7,,61.0,16.7
1986-02-13,29.7,,61.0,17.1
1986-02-14,30.4,,61.7,14.4
1986-02-15,31.4,,62.7,17.2
1986-02-16,33.6,,64.9,
1986-02-17,34.7,,66.0,
1986-02-18,35.8,,67.1,15.6
1986-02-19,36.0,,67.3,12.7
1986-02-20,35.9,,67.4,21.2
1986-02-21,36.2,,67.9,21.7
1986-02-22,38.1,,68.8,
1986-02-23,39.5,,70.2,30.7
1986-02-24,39.0,,72.2,44.1
1986-02-25,37.5,,74.9,40.6
1986-02-26,36.8,,75.4,43.3
1986-02-27,34.0,,75.6,38.3
1986-02-28,33.8,,75.8,39.6
1986-03-01,33.2,,75.8,36.9
1986-03-02,31.6,,75.8,38.3
1986-03-03,31.1,,75.8,36.3
1986-03-04,31.4,,75.8,
1986-03-05,31.8,,75.8,38.8
1986-03-06,31.8,,75.8,41.9
1986-03-07,32.5,,75.8,38.3
1986-03-08,33.1,,77.1,30.0
1986-03-09,33.5,,77.5,30.0
1986-03-10,33.5,,77.7,31.8
1986-03-11,33.9,,78.1,
1986-03-12,34.1,,78.3,
1986-03-13,34.1,,78.3,29.8
1986-03-14,34.1,,78.6,24.1
1986-03-15,34.2,,78.8,26.2
1986-03-16,34.3,,78.8,
1986-03-17,34.5,,78.8,28.6
1986-03-18,35.2,,78.9,30.6
1986-03-19,35.6,,79.3,
1986-03-20,36.4,,80.1,38.3
1986-03-21,36.0,,80.8,31.1
1986-03-22,35.9,,80.8,
1986-03-23,36.0,,81.0,31.3
1986-03-24,36.1,,81.2,26.6
1986-03-25,36.6,,81.7,25.9
1986-03-26,36.6,,82.1,32.0
1986-03-27,36.4,,82.2,39.4
1986-03-28,36.2,,82.2,38.7
1986-03-29,36.6,,82.4,31.3
1986-03-30,37.4,,82.9,33.1
1986-03-31,37.4,,82.9,35.2
1986-04-01,36.6,,83.0,29.3
1986-04-02,36.2,,83.6,28.4
1986-04-03,36.2,,84.1,32.0
1986-04-04,36.1,,84.4,30.0
1986-04-05,35.9,,85.1,26.2
1986-04-06,35.9,,85.3,34.9
1986-04-07,35.7,,85.5,43.0
1986-04-08,35.7,,86.1,37.0
1986-04-09,35.7,,86.1,
1986-04-10,35.7,,86.1,
1986-04-11,35.7,,86.1,
1986-04-12,35.9,,86.4,27.7
1986-04-13,36.1,,86.7,
1986-04-14,36.1,,86.7,
1986-04-15,36.1,,87.2,34.5
1986-04-16,36.7,,87.7,28.2
1986-04-17,37.2,,88.2,
1986-04-18,37.4,,88.4,
1986-04-19,36.8,,88.7,31.5
1986-04-20,36.2,,89.6,53.4
1986-04-21,35.6,,89.8,45.5
1986-04-22,34.5,,89.8,28.6
1986-04-23,33.9,,90.5,26.2
1986-04-24,33.9,,90.5,
1986-04-25,34.5,,91.2,26.6
1986-04-26,34.8,,91.5,
1986-04-27,35.4,,92.1,33.1
1986-04-28,36.3,,93.0,24.4
1986-04-29,36.5,,93.2,
1986-04-30,36.7,,93.4,24.8
1986-05-01,36.7,,93.4,
1986-05-02,36.8,,93.5,
1986-05-03,36.8,,93.6,
1986-05-04,36.8,,93.7,
1986-05-05,36.9,,93.8,30.6
1986-05-06,37.7,,94.6,
1986-05-07,37.8,,94.7,32.4
1986-05-08,37.9,,94.8,31.5
1986-05-09,37.9,,94.8,32.7
1986-05-10,38.4,,95.3,30.4
1986-05-11,38.6,,95.5,27.7
1986-05-12,38.9,,95.8,31.8
1986-05-13,38.6,,97.0,
1986-05-14,39.3,,97.7,35.8
1986-05-15,39.0,,97.7,
1986-05-16,38.9,,97.7,32.5
1986-05-17,38.7,,97.7,39.0
1986-05-18,38.3,,97.9,43.2
1986-05-19,38.3,,97.9,
1986-05-20,36.4,,98.4,
1986-05-21,35.2,,98.5,30.2
1986-05-22,34.8,,99.1,28.2
1986-05-23,34.7,,99.1,38.1
1986-05-24,33.3,,99.1,
1986-05-25,31.2,,99.1,
1986-05-26,29.0,,99.1,
1986-05-27,26.7,,99.1,54.3
1986-05-28,22.3,,99.1,
1986-05-29,19.8,,99.1,50.0
1986-05-30,17.3,,99.1,59.4
1986-05-31,15.6,,99.1,62.4
1986-06-01,13.5,,99.1,55.4
1986-06-02,11.5,,99.1,53.1
1986-06-03,9.5,,99.1,51.8
1986-06-04,7.5,,99.1,46.8
1986-06-05,6.0,,99.1,56.8
1986-06-06,4.0,,99.1,39.9
1986-06-07,2.0,,99.1,39.7
1986-06-08,1.0,,99.3,37.0
1986-06-09,0.0,,99.3,43.0
1986-06-10,0.0,,99.3,55.4
1986-06-11,0.0,,99.3,50.4
1986-06-12,0.0,,99.3,
