#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: 1984-10-31 to 2025-11-25
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 791: Stevens Pass, WA
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth                  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           SNWD          Total snow depth                                                                                   
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Observed    Value       None           Instantaneous - Start of Day  N/A        Degrees fahrenheit  N/A           TOBS          Instantaneously observed air temperature                                                           
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  K      Estimate            Estimate
#  C      Correction          A different equation has been applied to the original sensor voltage
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
#  M      Missing             Value is missing
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Stevens Pass (791) 
# Washington  SNOTEL Site - 3940 ft
# Reporting Frequency: Daily; Date Range: 1984-10-31 to 2025-11-25
#
# As of: Nov 25, 2025, 2:29:33 PM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Snow Depth (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Observed (degF) Start of Day Values
1985-01-06,34.4,,44.7,18.1
1985-01-07,34.4,,44.7,24.3
1985-01-08,34.4,,44.7,24.1
1985-01-09,34.4,,44.7,20.5
1985-01-10,34.4,,44.7,11.3
1985-01-11,34.4,,44.7,11.1
1985-01-12,34.5,,44.8,11.3
1985-01-13,34.5,,44.8,12.4
1985-01-14,34.5,,44.8,14.9
1985-01-15,35.3,,45.6,28.8
1985-01-16,35.3,,45.6,26.4
1985-01-17,35.3,,45.6,36.9
1985-01-18,35.3,,45.6,
1985-01-19,35.3,,45.6,31.8
1985-01-20,35.8,,46.1,30.6
1985-01-21,35.9,,46.2,29.3
1985-01-22,36.2,,46.5,27.5
1985-01-23,36.2,,46.5,22.5
1985-01-24,36.6,,46.9,19.2
1985-01-25,36.6,,46.9,18.0
1985-01-26,37.1,,47.4,16.7
1985-01-27,37.1,,47.4,14.2
1985-01-28,37.1,,47.4,16.9
1985-01-29,37.1,,47.4,18.5
1985-01-30,37.3,,47.6,7.9
1985-01-31,37.3,,47.6,15.8
1985-02-01,37.3,,47.6,16.9
1985-02-02,37.3,,47.6,9.7
1985-02-03,37.3,,47.6,1.6
1985-02-04,37.3,,47.6,2.5
1985-02-05,37.3,,47.6,19.8
1985-02-06,37.3,,47.6,18.0
1985-02-07,37.5,,47.8,20.1
1985-02-08,38.0,,48.3,14.2
1985-02-09,38.0,,48.3,10.8
1985-02-10,38.9,,49.2,15.6
1985-02-11,40.6,,50.9,21.6
1985-02-12,42.5,,52.4,24.3
1985-02-13,42.5,,52.4,18.9
1985-02-14,42.5,,52.4,23.4
1985-02-15,42.9,,52.7,27.0
1985-02-16,42.9,,52.7,24.1
1985-02-17,43.2,,53.1,20.1
1985-02-18,43.3,,53.1,21.0
1985-02-19,43.3,,53.1,29.3
1985-02-20,44.2,,53.8,26.1
1985-02-21,44.2,,53.8,31.3
1985-02-22,44.7,,54.2,31.8
1985-02-23,45.1,,54.5,33.4
1985-02-24,45.5,,54.8,32.2
1985-02-25,46.0,,54.9,25.2
1985-02-26,46.2,,55.0,20.7
1985-02-27,46.3,,55.0,23.2
1985-02-28,46.3,,55.0,33.4
1985-03-01,46.5,,55.1,26.2
1985-03-02,46.5,,55.1,12.7
1985-03-03,46.9,,55.5,13.5
1985-03-04,47.0,,55.5,23.5
1985-03-05,47.0,,55.5,23.0
1985-03-06,47.4,,55.7,24.1
1985-03-07,47.4,,55.7,16.0
1985-03-08,47.4,,55.7,17.4
1985-03-09,47.4,,55.7,20.8
1985-03-10,47.4,,55.7,20.3
1985-03-11,47.4,,55.7,24.1
1985-03-12,47.3,,55.7,24.1
1985-03-13,47.3,,55.7,19.8
1985-03-14,46.9,,55.7,25.0
1985-03-15,46.9,,55.7,23.4
1985-03-16,46.5,,55.7,28.4
1985-03-17,46.1,,55.7,31.1
1985-03-18,46.0,,55.7,27.0
1985-03-19,45.1,,55.7,28.9
1985-03-20,44.7,,55.7,29.5
1985-03-21,44.7,,55.7,23.2
1985-03-22,45.0,,56.0,22.6
1985-03-23,45.6,,56.5,25.3
1985-03-24,46.4,,57.1,22.5
1985-03-25,46.9,,57.3,21.4
1985-03-26,47.0,,57.7,21.2
1985-03-27,47.4,,58.1,24.3
1985-03-28,47.4,,58.1,21.9
1985-03-29,47.4,,58.1,25.5
1985-03-30,47.9,,58.5,30.6
1985-03-31,49.6,,59.9,32.2
1985-04-01,50.4,,60.7,38.7
1985-04-02,48.8,,60.7,36.5
1985-04-03,48.2,,61.2,28.4
1985-04-04,47.8,,61.4,29.8
1985-04-05,47.4,,61.4,31.6
1985-04-06,46.9,,61.4,29.1
1985-04-07,46.1,,61.4,33.6
1985-04-08,46.0,,61.4,32.5
1985-04-09,45.1,,61.4,35.8
1985-04-10,44.2,,61.4,37.8
1985-04-11,43.3,,61.4,35.2
1985-04-12,43.0,,62.1,34.3
1985-04-13,42.0,,62.1,34.9
1985-04-14,40.6,,62.1,36.0
1985-04-15,39.5,,62.1,37.0
1985-04-16,38.4,,62.5,34.9
1985-04-17,37.5,,62.6,31.3
1985-04-18,37.1,,62.8,31.6
1985-04-19,36.7,,63.7,24.4
1985-04-20,37.1,,64.3,21.9
1985-04-21,37.2,,64.3,19.8
1985-04-22,37.3,,64.3,26.2
1985-04-23,38.0,,64.9,27.7
1985-04-24,39.3,,66.5,26.1
1985-04-25,40.2,,67.2,25.0
1985-04-26,40.2,,67.2,27.3
1985-04-27,41.0,,68.0,37.0
1985-04-28,41.5,,69.6,30.0
1985-04-29,40.2,,69.6,25.5
1985-04-30,39.3,,69.6,28.6
1985-05-01,38.5,,69.6,36.7
1985-05-02,37.5,,69.6,36.5
1985-05-03,37.1,,69.6,31.6
1985-05-04,36.2,,70.1,29.8
1985-05-05,36.7,,70.6,28.0
1985-05-06,36.2,,70.6,31.8
1985-05-07,35.7,,70.6,31.3
1985-05-08,35.3,,70.6,30.2
1985-05-09,34.9,,70.6,25.5
1985-05-10,32.6,,70.6,34.3
1985-05-11,32.2,,71.4,24.8
1985-05-12,32.2,,71.4,26.6
1985-05-13,31.7,,71.4,34.0
1985-05-14,31.2,,71.7,30.0
1985-05-15,30.4,,71.7,31.6
1985-05-16,29.0,,71.7,55.9
1985-05-17,25.9,,71.7,47.1
1985-05-18,22.6,,71.8,40.6
1985-05-19,20.1,,71.8,40.5
1985-05-20,18.6,,71.8,37.8
1985-05-21,17.8,,71.8,37.4
1985-05-22,15.4,,71.8,42.3
1985-05-23,12.5,,71.8,40.3
1985-05-24,10.3,,71.8,41.4
1985-05-25,8.5,,71.8,37.9
1985-05-26,7.2,,71.8,37.4
1985-05-27,4.0,,71.8,39.0
1985-05-28,2.4,,71.8,37.4
1985-05-29,1.3,,71.8,37.0
1985-05-30,0.0,,72.1,34.9
1985-05-31,0.0,,72.1,40.5
1985-06-01,0.0,,72.1,39.4
1985-06-02,0.0,,72.2,38.8
1985-06-03,0.0,,72.2,40.6
1985-06-04,0.0,,72.2,41.9
1985-06-05,0.0,,72.3,38.5
1985-06-06,0.0,,72.9,37.8
1985-06-07,0.0,,73.9,41.7
1985-06-08,0.0,,76.1,34.3
1985-06-09,0.0,,76.1,30.7
1985-06-10,0.0,,76.1,33.3
1985-06-11,0.0,,76.1,41.2
1985-06-12,0.0,,76.1,46.2
1985-06-13,0.0,,76.1,37.0
1985-06-14,0.0,,76.1,45.7
1985-06-15,0.0,,76.3,44.8
1985-06-16,0.0,,76.6,30.9
1985-06-17,0.0,,76.6,44.2
1985-06-18,0.0,,76.6,50.0
1985-06-19,0.0,,76.6,49.5
1985-06-20,0.0,,76.6,41.9
1985-06-21,0.0,,76.6,39.4
1985-06-22,0.0,,76.6,39.7
1985-06-23,0.0,,76.6,32.0
1985-06-24,0.0,,76.6,33.6
1985-06-25,0.0,,76.6,34.2
1985-06-26,0.0,,76.6,40.3
1985-06-27,0.0,,76.6,41.4
1985-06-28,0.0,,76.6,39.2
1985-06-29,0.0,,76.6,48.4
1985-06-30,0.0,,76.6,35.6
1985-07-01,0.0,,76.6,41.0
1985-07-02,0.0,,76.6,55.4
1985-07-03,0.0,,76.6,49.3
1985-07-04,0.0,,76.6,55.4
1985-07-05,0.0,,76.6,42.8
1985-07-06,0.0,,76.6,40.1
1985-07-07,0.0,,76.6,51.3
1985-07-08,0.0,,76.6,50.4
1985-07-09,0.0,,76.6,56.3
1985-07-10,0.0,,76.6,48.7
1985-07-11,0.0,,76.6,46.8
1985-07-12,0.0,,76.6,44.6
1985-07-13,0.0,,76.6,39.4
1985-07-14,0.0,,76.6,46.8
1985-07-15,0.0,,76.6,
1985-07-16,0.0,,76.6,45.0
1985-07-17,0.0,,76.6,51.3
1985-07-18,0.0,,76.6,52.0
1985-07-19,0.0,,76.6,57.2
1985-07-20,0.0,,76.6,55.9
1985-07-21,0.0,,76.6,51.4
1985-07-22,0.0,,76.6,50.7
1985-07-23,0.0,,76.6,52.7
1985-07-24,0.0,,76.6,48.7
1985-07-25,0.0,,76.6,43.3
1985-07-26,0.0,,76.6,45.5
1985-07-27,0.0,,76.6,48.0
1985-07-28,0.0,,76.6,53.8
1985-07-29,0.0,,76.6,58.5
1985-07-30,0.0,,76.6,52.2
1985-07-31,0.0,,76.6,65.3
1985-08-01,0.0,,76.6,50.5
1985-08-02,0.0,,76.7,48.9
1985-08-03,0.0,,76.7,61.7
1985-08-04,0.0,,76.7,50.9
1985-08-05,0.0,,76.7,46.2
1985-08-06,0.0,,76.7,41.2
1985-08-07,0.0,,76.7,47.1
1985-08-08,0.0,,76.9,41.9
1985-08-09,0.0,,77.0,45.1
1985-08-10,0.0,,77.2,43.3
1985-08-11,0.0,,77.2,44.2
1985-08-12,0.0,,77.2,44.4
1985-08-13,0.0,,77.2,44.6
1985-08-14,0.0,,77.2,48.0
1985-08-15,0.0,,77.2,47.5
1985-08-16,0.0,,77.2,46.6
1985-08-17,0.0,,77.2,47.5
1985-08-18,0.0,,77.2,47.8
1985-08-19,0.0,,77.2,46.0
1985-08-20,0.0,,77.2,41.2
1985-08-21,0.0,,77.2,41.9
1985-08-22,0.0,,77.2,39.2
1985-08-23,0.0,,77.2,47.5
1985-08-24,0.0,,77.2,54.3
1985-08-25,0.0,,77.2,48.9
1985-08-26,0.0,,77.2,46.8
1985-08-27,0.0,,77.2,47.7
1985-08-28,0.0,,77.2,61.9
1985-08-29,0.0,,77.2,40.8
1985-08-30,0.0,,77.2,43.3
1985-08-31,0.0,,77.2,42.4
1985-09-01,0.0,,77.2,44.4
1985-09-02,0.0,,77.2,41.5
1985-09-03,0.0,,77.2,39.9
1985-09-04,0.0,,77.2,46.9
1985-09-05,0.0,,77.2,46.9
1985-09-06,0.0,,77.9,38.3
1985-09-07,0.0,,78.7,36.1
1985-09-08,0.0,,78.7,39.6
1985-09-09,0.0,,78.7,43.3
1985-09-10,0.0,,78.9,44.2
1985-09-11,0.0,,79.5,40.1
1985-09-12,0.0,,79.5,40.6
1985-09-13,0.0,,79.7,40.6
1985-09-14,0.0,,79.9,39.4
1985-09-15,0.0,,80.1,40.8
1985-09-16,0.0,,80.2,41.2
1985-09-17,0.0,,80.8,35.4
1985-09-18,0.0,,80.9,39.2
1985-09-19,0.0,,81.0,37.2
1985-09-20,0.0,,81.1,33.8
1985-09-21,0.0,,81.1,42.4
1985-09-22,0.0,,81.1,34.0
1985-09-23,0.0,,81.1,35.8
1985-09-24,0.0,,81.1,36.7
1985-09-25,0.0,,81.1,43.2
1985-09-26,0.0,,81.1,44.1
1985-09-27,0.0,,81.1,37.0
1985-09-28,0.0,,81.3,34.5
1985-09-29,0.0,,81.3,30.2
1985-09-30,0.0,,81.3,35.4
1985-10-01,0.0,,0.0,42.4
1985-10-02,0.0,,0.0,41.2
1985-10-03,0.0,,0.0,39.6
1985-10-04,0.0,,0.0,34.2
1985-10-05,0.0,,0.3,39.7
1985-10-06,0.0,,0.3,42.6
1985-10-07,0.0,,1.1,28.9
1985-10-08,0.0,,1.1,22.3
1985-10-09,0.0,,1.1,27.5
1985-10-10,0.0,,1.1,34.2
1985-10-11,0.0,,1.8,37.8
1985-10-12,0.0,,2.8,30.7
1985-10-13,0.0,,2.9,30.4
1985-10-14,0.0,,3.1,40.5
1985-10-15,0.0,,4.1,45.7
1985-10-16,0.0,,4.4,38.8
1985-10-17,0.0,,5.0,33.4
1985-10-18,0.0,,5.0,35.2
1985-10-19,0.0,,5.0,39.9
1985-10-20,0.0,,5.8,38.1
1985-10-21,0.0,,5.9,35.2
1985-10-22,0.0,,6.2,31.5
1985-10-23,1.7,,8.6,33.3
1985-10-24,1.7,,9.0,32.2
1985-10-25,1.7,,13.0,35.2
1985-10-26,1.8,,13.4,28.2
1985-10-27,2.5,,15.2,37.2
1985-10-28,2.5,,15.9,28.2
1985-10-29,2.7,,16.3,20.5
1985-10-30,3.0,,16.3,31.3
1985-10-31,3.6,,17.3,26.4
1985-11-01,4.3,,18.1,37.4
1985-11-02,3.6,,21.3,38.1
1985-11-03,3.1,,22.8,41.9
1985-11-04,3.0,,23.3,31.8
1985-11-05,3.4,,24.1,26.8
1985-11-06,4.4,,25.3,32.7
1985-11-07,5.2,,26.0,31.8
1985-11-08,5.2,,26.3,27.3
1985-11-09,5.6,,26.8,20.3
1985-11-10,6.1,,27.1,20.3
1985-11-11,6.2,,27.3,8.1
1985-11-12,6.2,,27.3,14.9
1985-11-13,6.2,,27.3,19.4
1985-11-14,6.2,,27.4,14.5
1985-11-15,6.2,,27.4,19.8
1985-11-16,6.9,,27.9,26.6
1985-11-17,7.6,,28.2,22.8
1985-11-18,8.0,,28.5,11.3
1985-11-19,8.0,,28.5,13.3
1985-11-20,8.4,,28.8,10.0
1985-11-21,8.4,,28.8,11.3
1985-11-22,8.9,,29.3,-0.4
1985-11-23,9.3,,29.3,-0.2
1985-11-24,9.3,,29.3,-1.8
1985-11-25,9.3,,29.3,2.5
1985-11-26,9.5,,29.5,14.5
1985-11-27,11.5,,31.5,-0.2
1985-11-28,11.7,,31.7,-0.6
1985-11-29,11.8,,31.8,0.7
1985-11-30,11.8,,31.8,5.7
1985-12-01,11.8,,31.8,4.6
1985-12-02,12.0,,32.0,8.1
1985-12-03,13.1,,33.1,28.8
1985-12-04,13.3,,33.3,27.1
1985-12-05,13.4,,33.4,27.7
1985-12-06,13.4,,33.4,27.3
1985-12-07,13.6,,33.6,26.8
1985-12-08,13.8,,33.8,18.7
1985-12-09,13.8,,33.8,19.4
1985-12-10,13.8,,33.8,18.1
1985-12-11,13.8,,33.8,19.9
1985-12-12,13.8,,33.8,19.8
1985-12-13,13.8,,33.8,21.2
1985-12-14,13.8,,33.8,23.9
1985-12-15,13.8,,33.8,29.5
1985-12-16,13.8,,33.8,31.8
1985-12-17,13.8,,33.8,32.4
1985-12-18,13.8,,33.8,31.5
1985-12-19,13.8,,33.8,25.5
1985-12-20,13.8,,33.8,23.2
1985-12-21,13.8,,33.8,
1985-12-22,13.8,,33.8,12.7
1985-12-23,13.8,,33.8,26.2
1985-12-24,13.8,,33.8,22.3
1985-12-25,13.8,,33.8,8.1
1985-12-26,13.8,,33.8,
1985-12-27,13.8,,33.8,3.6
1985-12-28,13.8,,33.8,
1985-12-29,13.8,,33.8,23.2
1985-12-30,14.0,,34.0,17.4
1985-12-31,14.0,,34.0,14.7
1986-01-01,14.0,,34.0,13.5
1986-01-02,15.3,,35.3,19.2
1986-01-03,15.5,,35.5,24.1
1986-01-04,15.6,,35.6,21.2
1986-01-05,15.9,,35.9,21.9
1986-01-06,17.0,,37.0,27.3
1986-01-07,17.5,,37.5,23.5
1986-01-08,17.6,,37.6,29.8
1986-01-09,18.0,,38.0,27.7
1986-01-10,18.3,,38.3,
1986-01-11,18.6,,38.6,30.9
1986-01-12,18.6,,38.7,30.7
1986-01-13,18.6,,38.7,27.0
1986-01-14,18.6,,38.7,29.1
1986-01-15,18.6,,38.7,28.9
1986-01-16,18.6,,39.0,28.8
1986-01-17,20.0,,40.0,29.3
1986-01-18,21.1,,41.5,28.6
1986-01-19,23.6,,44.6,31.6
1986-01-20,23.8,,44.8,26.6
1986-01-21,23.8,,44.8,24.8
1986-01-22,23.8,,44.8,24.4
1986-01-23,24.5,,45.5,30.9
1986-01-24,25.1,,46.3,26.4
1986-01-25,25.3,,46.5,23.4
1986-01-26,25.3,,46.5,23.7
1986-01-27,25.3,,46.5,26.8
1986-01-28,25.3,,46.5,24.4
1986-01-29,25.3,,46.5,29.5
1986-01-30,25.6,,46.7,29.3
1986-01-31,25.6,,46.7,31.8
1986-02-01,25.6,,46.7,32.0
1986-02-02,25.9,,47.0,31.5
1986-02-03,25.9,,47.0,28.4
1986-02-04,25.9,,47.0,28.2
1986-02-05,26.1,,47.2,24.1
1986-02-06,26.3,,47.4,20.5
1986-02-07,26.3,,47.4,16.5
1986-02-08,26.3,,47.4,16.3
1986-02-09,26.3,,47.4,19.6
1986-02-10,26.3,,47.4,17.2
1986-02-11,26.3,,47.4,20.3
1986-02-12,26.3,,47.4,14.0
1986-02-13,26.3,,47.4,19.6
1986-02-14,26.3,,47.4,16.5
1986-02-15,26.3,,47.4,16.5
1986-02-16,28.0,,49.9,22.3
1986-02-17,28.2,,50.1,18.0
1986-02-18,28.9,,50.8,16.3
1986-02-19,29.1,,51.0,4.5
1986-02-20,29.1,,51.0,15.6
1986-02-21,29.6,,51.5,21.0
1986-02-22,30.0,,52.2,31.3
1986-02-23,30.4,,52.3,29.8
1986-02-24,35.3,,57.6,42.1
1986-02-25,33.9,,59.0,36.1
1986-02-26,33.8,,59.4,29.7
1986-02-27,33.8,,59.4,37.6
1986-02-28,33.8,,59.4,36.9
1986-03-01,33.7,,59.4,31.1
1986-03-02,33.7,,59.4,31.8
1986-03-03,33.3,,59.4,33.1
1986-03-04,33.3,,59.4,36.7
1986-03-05,33.3,,59.4,32.9
1986-03-06,32.9,,59.4,36.9
1986-03-07,32.8,,59.5,34.9
1986-03-08,33.2,,60.7,27.5
1986-03-09,33.3,,60.9,30.6
1986-03-10,33.3,,61.3,32.4
1986-03-11,33.3,,61.3,31.8
1986-03-12,33.3,,61.5,30.2
1986-03-13,33.3,,61.7,31.5
1986-03-14,33.4,,61.7,23.4
1986-03-15,33.4,,61.7,26.6
1986-03-16,33.4,,61.7,36.5
1986-03-17,33.4,,61.7,28.4
1986-03-18,33.7,,61.8,28.8
1986-03-19,33.7,,62.1,33.4
1986-03-20,33.3,,62.2,35.8
1986-03-21,33.0,,62.5,31.3
1986-03-22,34.2,,63.6,23.4
1986-03-23,34.2,,63.8,29.3
1986-03-24,34.6,,64.0,28.2
1986-03-25,34.7,,64.3,25.3
1986-03-26,35.1,,64.6,31.8
1986-03-27,34.7,,64.8,34.0
1986-03-28,34.6,,64.8,39.0
1986-03-29,34.1,,64.8,29.7
1986-03-30,33.8,,64.9,34.7
1986-03-31,33.4,,65.6,18.3
1986-04-01,33.3,,65.6,28.0
1986-04-02,33.3,,65.7,28.6
1986-04-03,33.3,,65.7,28.0
1986-04-04,33.3,,65.7,31.8
1986-04-05,33.3,,65.7,28.0
1986-04-06,32.8,,65.8,27.5
1986-04-07,31.5,,65.8,34.3
1986-04-08,30.1,,65.8,36.3
1986-04-09,29.7,,65.8,32.7
1986-04-10,29.2,,65.8,25.9
1986-04-11,28.8,,65.8,28.2
1986-04-12,29.2,,66.2,27.0
1986-04-13,29.3,,66.4,29.8
1986-04-14,29.7,,66.5,24.4
1986-04-15,29.7,,66.5,35.1
1986-04-16,29.7,,66.8,25.0
1986-04-17,29.7,,66.8,
1986-04-18,30.1,,67.2,27.7
1986-04-19,30.1,,67.2,31.8
1986-04-20,29.7,,67.2,35.8
1986-04-21,29.0,,67.3,
1986-04-22,28.4,,67.5,29.8
1986-04-23,27.9,,67.6,23.4
1986-04-24,28.3,,67.8,19.9
1986-04-25,27.5,,67.8,27.3
1986-04-26,27.9,,68.1,24.3
1986-04-27,28.0,,68.2,32.0
1986-04-28,28.4,,69.0,25.9
1986-04-29,28.4,,69.0,24.4
1986-04-30,28.4,,69.0,19.8
1986-05-01,28.2,,69.0,
1986-05-02,27.9,,69.0,33.6
1986-05-03,27.9,,69.2,32.7
1986-05-04,27.0,,69.4,32.0
1986-05-05,26.1,,69.4,27.9
1986-05-06,25.1,,69.4,30.0
1986-05-07,24.8,,69.4,34.3
1986-05-08,23.5,,69.5,32.0
1986-05-09,22.5,,69.7,32.0
1986-05-10,22.1,,69.8,30.2
1986-05-11,21.6,,69.8,28.2
1986-05-12,21.3,,69.8,31.1
1986-05-13,21.6,,71.7,32.0
1986-05-14,21.1,,72.5,28.0
1986-05-15,21.1,,72.5,27.7
1986-05-16,21.1,,72.5,27.7
1986-05-17,20.3,,72.5,34.0
1986-05-18,19.0,,72.5,39.7
1986-05-19,17.6,,72.9,35.8
