#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: 1984-10-31 to 2025-11-25
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 909: Wells Creek, WA
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth                  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           SNWD          Total snow depth                                                                                   
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Observed    Value       None           Instantaneous - Start of Day  N/A        Degrees fahrenheit  N/A           TOBS          Instantaneously observed air temperature                                                           
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  K      Estimate            Estimate
#  C      Correction          A different equation has been applied to the original sensor voltage
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
#  M      Missing             Value is missing
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Wells Creek (909) 
# Washington  SNOTEL Site - 4030 ft
# Reporting Frequency: Daily; Date Range: 1984-10-31 to 2025-11-25
#
# As of: Nov 25, 2025, 2:29:37 PM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Snow Depth (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Observed (degF) Start of Day Values
1996-05-04,11.8,,81.1,27.0
1996-05-05,11.9,,81.2,27.3
1996-05-06,11.8,,81.3,31.3
1996-05-07,11.7,,81.4,29.3
1996-05-08,11.6,,81.7,26.1
1996-05-09,11.6,,81.7,24.4
1996-05-10,11.6,,81.9,29.5
1996-05-11,11.5,,81.9,30.4
1996-05-12,11.4,,82.0,39.7
1996-05-13,11.1,,82.2,42.4
1996-05-14,10.5,,82.8,39.4
1996-05-15,10.1,,83.2,37.6
1996-05-16,9.8,,83.6,34.0
1996-05-17,9.4,,83.7,39.6
1996-05-18,8.8,,84.1,35.6
1996-05-19,8.7,,85.2,33.8
1996-05-20,8.4,,85.4,33.1
1996-05-21,8.1,,85.4,33.4
1996-05-22,7.9,,85.9,34.7
1996-05-23,7.8,,86.5,31.8
1996-05-24,7.4,,86.9,36.9
1996-05-25,6.5,,86.9,47.3
1996-05-26,5.7,,86.9,39.6
1996-05-27,4.7,,86.9,36.7
1996-05-28,4.4,,86.9,35.1
1996-05-29,4.1,,87.1,36.7
1996-05-30,3.6,,87.6,35.2
1996-05-31,3.3,,87.6,36.1
1996-06-01,2.9,,87.6,38.5
1996-06-02,2.4,,87.6,51.8
1996-06-03,2.3,,87.6,57.6
1996-06-04,2.3,,87.8,47.1
1996-06-05,1.3,,87.8,39.2
1996-06-06,0.0,,87.8,52.9
1996-06-07,0.0,,87.8,51.3
1996-06-08,0.0,,87.8,41.0
1996-06-09,0.0,,87.8,38.1
1996-06-10,0.0,,88.0,38.7
1996-06-11,0.0,,88.1,38.8
1996-06-12,0.0,,88.1,35.8
1996-06-13,0.0,,88.3,43.5
1996-06-14,0.0,,88.3,40.8
1996-06-15,0.0,,88.3,40.3
1996-06-16,0.0,,88.3,36.3
1996-06-17,0.0,,88.3,34.9
1996-06-18,0.0,,88.6,31.6
1996-06-19,0.0,,88.9,35.6
1996-06-20,0.0,,88.9,41.9
1996-06-21,0.0,,89.0,46.0
1996-06-22,0.0,,89.1,43.9
1996-06-23,0.0,,89.1,41.2
1996-06-24,0.0,,89.2,40.8
1996-06-25,0.0,,89.2,42.1
1996-06-26,0.0,,89.2,44.1
1996-06-27,0.0,,89.3,47.1
1996-06-28,0.0,,89.3,43.0
1996-06-29,0.0,,89.3,39.4
1996-06-30,0.0,,89.4,44.8
1996-07-01,0.0,,89.4,49.5
1996-07-02,0.0,,89.4,52.2
1996-07-03,0.0,,89.6,49.3
1996-07-04,0.0,,90.0,44.2
1996-07-05,0.0,,90.0,39.4
1996-07-06,0.0,,90.0,39.4
1996-07-07,0.0,,90.2,52.7
1996-07-08,0.0,,90.2,59.2
1996-07-09,0.0,,90.2,55.2
1996-07-10,0.0,,90.2,42.8
1996-07-11,0.0,,90.2,51.1
1996-07-12,0.0,,90.2,59.2
1996-07-13,0.0,,90.2,60.4
1996-07-14,0.0,,90.2,65.3
1996-07-15,0.0,,90.2,61.7
1996-07-16,0.0,,90.2,50.4
1996-07-17,0.0,,90.2,43.7
1996-07-18,0.0,,90.4,38.8
1996-07-19,0.0,,90.6,37.2
1996-07-20,0.0,,91.1,41.7
1996-07-21,0.0,,91.3,42.8
1996-07-22,0.0,,91.3,53.8
1996-07-23,0.0,,91.4,60.6
1996-07-24,0.0,,91.4,63.0
1996-07-25,0.0,,91.4,58.6
1996-07-26,0.0,,91.4,63.0
1996-07-27,0.0,,91.4,63.0
1996-07-28,0.0,,91.4,64.2
1996-07-29,0.0,,91.4,64.0
1996-07-30,0.0,,91.4,56.8
1996-07-31,0.0,,91.4,48.6
1996-08-01,0.0,,91.4,50.5
1996-08-02,0.0,,91.4,45.1
1996-08-03,0.0,,91.8,40.8
1996-08-04,0.0,,92.0,41.7
1996-08-05,0.0,,92.3,
1996-08-06,0.0,,92.4,44.1
1996-08-07,0.0,,92.4,46.2
1996-08-08,0.0,,92.5,59.9
1996-08-09,0.0,,92.5,60.3
1996-08-10,0.0,,92.5,63.5
1996-08-11,0.0,,92.5,63.0
1996-08-12,0.0,,92.5,43.7
1996-08-13,0.0,,92.5,55.4
1996-08-14,0.0,,92.5,60.3
1996-08-15,0.0,,92.5,51.8
1996-08-16,0.0,,92.5,52.2
1996-08-17,0.0,,92.5,40.8
1996-08-18,0.0,,92.5,42.4
1996-08-19,0.0,,92.5,43.0
1996-08-20,0.0,,92.5,43.7
1996-08-21,0.0,,92.5,41.2
1996-08-22,0.0,,92.6,46.6
1996-08-23,0.0,,92.6,58.3
1996-08-24,0.0,,92.6,61.5
1996-08-25,0.0,,92.6,65.5
1996-08-26,0.0,,92.6,72.1
1996-08-27,0.0,,92.6,61.2
1996-08-28,0.0,,92.6,50.0
1996-08-29,0.0,,92.6,59.7
1996-08-30,0.0,,92.7,65.8
1996-08-31,0.0,,93.7,46.0
1996-09-01,0.0,,93.9,44.8
1996-09-02,0.0,,93.9,43.5
1996-09-03,0.0,,94.0,46.2
1996-09-04,0.0,0,94.6,37.2
1996-09-05,0.0,0,94.8,37.4
1996-09-06,0.0,0,95.0,37.4
1996-09-07,0.0,0,95.1,40.8
1996-09-08,0.0,0,95.7,47.3
1996-09-09,0.0,0,95.9,42.8
1996-09-10,0.0,0,96.0,45.0
1996-09-11,0.0,0,96.1,63.0
1996-09-12,0.0,0,96.1,55.9
1996-09-13,0.0,0,96.1,47.1
1996-09-14,0.0,0,96.2,43.5
1996-09-15,0.0,1,96.8,41.4
1996-09-16,0.0,0,97.4,35.6
1996-09-17,0.0,0,97.5,36.7
1996-09-18,0.0,0,97.6,37.8
1996-09-19,0.0,0,97.8,41.0
1996-09-20,0.0,0,97.8,35.2
1996-09-21,0.0,0,97.9,35.1
1996-09-22,0.0,1,98.2,31.5
1996-09-23,0.0,1,98.4,32.2
1996-09-24,0.0,0,98.5,40.5
1996-09-25,0.0,0,98.5,40.5
1996-09-26,0.0,1,98.5,46.0
1996-09-27,0.0,0,98.7,50.4
1996-09-28,0.0,0,98.7,49.3
1996-09-29,0.0,0,98.7,48.6
1996-09-30,0.0,0,98.7,45.1
1996-10-01,0.0,0,0.0,36.0
1996-10-02,0.0,0,0.1,48.0
1996-10-03,0.0,0,0.2,49.5
1996-10-04,0.0,0,0.2,50.4
1996-10-05,0.0,1,2.1,40.3
1996-10-06,0.0,0,2.1,40.3
1996-10-07,0.0,0,2.1,50.5
1996-10-08,0.0,0,2.1,45.9
1996-10-09,0.0,0,2.2,59.2
1996-10-10,0.0,0,2.3,59.2
1996-10-11,0.0,0,2.3,44.6
1996-10-12,0.0,0,2.8,36.3
1996-10-13,0.0,0,3.1,39.2
1996-10-14,0.0,0,3.9,33.6
1996-10-15,0.0,0,4.4,32.9
1996-10-16,0.0,0,5.0,27.5
1996-10-17,0.0,5,5.0,25.3
1996-10-18,1.8,5,6.3,31.3
1996-10-19,2.1,12,6.8,26.6
1996-10-20,2.4,12,7.1,24.6
1996-10-21,2.3,13,7.2,27.1
1996-10-22,2.5,13,8.1,35.2
1996-10-23,2.4,12,8.2,30.9
1996-10-24,2.6,12,8.5,32.0
1996-10-25,2.8,14,8.9,29.5
1996-10-26,2.8,13,9.0,28.0
1996-10-27,2.8,13,9.0,32.2
1996-10-28,2.7,10,9.2,39.9
1996-10-29,2.4,9,10.6,35.2
1996-10-30,2.0,9,10.6,31.6
1996-10-31,1.9,9,10.6,37.4
1996-11-01,2.2,9,10.7,40.1
1996-11-02,2.2,9,10.7,43.7
1996-11-03,2.2,9,10.7,35.4
1996-11-04,2.9,16,11.3,29.1
1996-11-05,3.2,16,11.7,26.8
1996-11-06,3.3,17,11.8,29.7
1996-11-07,4.2,24,12.7,27.0
1996-11-08,4.6,24,13.1,33.6
1996-11-09,4.2,17,13.7,40.1
1996-11-10,4.1,15,13.8,51.3
1996-11-11,4.0,13,13.8,50.5
1996-11-12,3.5,11,13.9,40.8
1996-11-13,3.1,10,14.0,38.8
1996-11-14,3.0,10,14.5,31.6
1996-11-15,3.0,10,14.6,29.5
1996-11-16,3.1,12,14.7,27.9
1996-11-17,4.7,31,16.3,21.9
1996-11-18,5.8,39,17.4,18.7
1996-11-19,5.8,36,17.5,21.6
1996-11-20,6.1,36,17.9,15.4
1996-11-21,6.3,34,18.1,19.8
1996-11-22,6.3,32,18.1,22.8
1996-11-23,6.2,30,18.1,14.2
1996-11-24,6.4,29,18.3,31.1
1996-11-25,6.9,32,18.8,29.5
1996-11-26,7.1,31,18.9,26.6
1996-11-27,7.2,31,19.3,
1996-11-28,7.6,31,21.1,
1996-11-29,7.8,31,21.5,24.8
1996-11-30,7.9,29,21.5,28.9
1996-12-01,8.6,34,22.3,
1996-12-02,9.4,44,23.2,19.8
1996-12-03,9.9,47,23.8,19.6
1996-12-04,9.9,44,23.8,19.6
1996-12-05,11.6,52,25.3,26.6
1996-12-06,12.7,57,26.5,25.0
1996-12-07,13.1,60,26.9,23.9
1996-12-08,14.3,65,27.9,28.4
1996-12-09,14.7,66,28.4,23.7
1996-12-10,14.9,62,28.5,29.7
1996-12-11,16.3,75,30.0,25.7
1996-12-12,16.7,73,30.3,25.7
1996-12-13,16.9,72,30.4,26.6
1996-12-14,17.8,82,31.2,25.0
1996-12-15,18.0,76,31.3,28.0
1996-12-16,18.5,77,31.4,25.2
1996-12-17,18.5,74,31.4,20.5
1996-12-18,18.5,72,31.4,30.6
1996-12-19,18.5,70,31.4,29.1
1996-12-20,19.5,77,34.6,29.5
1996-12-21,19.9,78,34.9,22.6
1996-12-22,20.2,80,35.3,22.8
1996-12-23,20.4,83,35.6,23.2
1996-12-24,20.9,84,36.1,20.7
1996-12-25,21.2,85,36.3,20.7
1996-12-26,21.2,82,36.3,10.4
1996-12-27,21.8,85,36.4,18.7
1996-12-28,22.3,90,37.4,11.7
1996-12-29,22.8,89,37.7,17.1
1996-12-30,24.2,,39.4,
1996-12-31,24.9,82,40.2,35.2
1997-01-01,27.3,76,42.8,36.7
1997-01-02,26.3,75,44.3,32.2
1997-01-03,26.4,75,44.8,28.8
1997-01-04,26.8,79,45.4,21.9
1997-01-05,26.7,78,45.6,19.6
1997-01-06,26.7,76,46.0,23.0
1997-01-07,28.4,,47.2,29.7
1997-01-08,29.0,89,47.8,31.3
1997-01-09,29.1,88,48.0,30.9
1997-01-10,29.2,86,48.2,31.5
1997-01-11,29.2,85,48.2,29.1
1997-01-12,29.2,84,48.2,25.7
1997-01-13,29.2,83,48.2,20.8
1997-01-14,28.8,82,48.2,24.4
1997-01-15,28.7,81,48.2,32.0
1997-01-16,28.6,81,48.2,28.2
1997-01-17,29.2,80,48.6,36.9
1997-01-18,28.9,78,49.4,32.7
1997-01-19,29.2,76,50.5,37.8
1997-01-20,28.5,74,51.1,34.2
1997-01-21,28.4,74,51.4,28.4
1997-01-22,28.5,74,51.5,27.7
1997-01-23,29.1,81,52.0,25.7
1997-01-24,30.4,95,52.9,21.2
1997-01-25,30.8,92,53.7,10.8
1997-01-26,30.8,89,54.4,9.5
1997-01-27,30.8,87,54.4,22.8
1997-01-28,31.2,90,55.0,31.1
1997-01-29,31.6,87,55.4,33.4
1997-01-30,32.5,83,56.3,39.6
1997-01-31,31.8,79,56.3,32.9
1997-02-01,31.6,79,56.3,32.9
1997-02-02,31.9,82,56.8,27.1
1997-02-03,32.0,,56.9,21.2
1997-02-04,31.9,82,57.3,22.8
1997-02-05,31.8,81,57.3,26.4
1997-02-06,31.8,81,57.3,31.5
1997-02-07,31.8,81,57.3,30.4
1997-02-08,31.8,81,57.3,24.4
1997-02-09,31.8,80,57.3,24.4
1997-02-10,31.5,80,57.3,29.7
1997-02-11,31.7,80,57.5,28.2
1997-02-12,32.2,84,58.0,27.9
1997-02-13,32.2,89,58.0,24.8
1997-02-14,32.7,89,58.6,30.7
1997-02-15,33.7,92,59.6,32.0
1997-02-16,34.7,88,60.4,35.4
1997-02-17,34.7,85,60.6,32.7
1997-02-18,34.7,89,61.4,29.7
1997-02-19,35.6,92,62.3,28.9
1997-02-20,35.9,,62.6,26.6
1997-02-21,36.4,104,63.1,22.5
1997-02-22,36.4,101,63.1,23.0
1997-02-23,36.4,99,63.1,33.3
1997-02-24,36.4,97,63.1,34.7
1997-02-25,36.5,95,63.1,35.2
1997-02-26,36.5,94,63.1,30.6
1997-02-27,36.5,94,63.1,21.6
1997-02-28,36.5,94,63.1,18.9
1997-03-01,36.9,93,63.5,24.8
1997-03-02,37.8,101,64.4,27.3
1997-03-03,37.8,104,64.4,24.4
1997-03-04,37.7,,64.6,22.1
1997-03-05,38.1,104,65.0,21.9
1997-03-06,38.6,104,65.5,28.9
1997-03-07,39.1,107,66.0,30.0
1997-03-08,39.2,113,66.1,23.7
1997-03-09,40.0,111,66.8,28.6
